jid,formula,band_gap,formation_energy,bulk_modulus,shear_modulus,eps_avg,formula_clean,E_ads_Li2S2,E_ads_Li2S4,E_ads_Li2S6,E_ads_Li2S8,E_ads_S8,E_ads_avg
JVASP-103028,ZnCdAg2,0.0,0.03492,18.22,36.79,192.3071666666667,,,,,,,
JVASP-134967,ZnHN,0.0,1.05158,94.36,0.0,21.273933333333332,,,,,,,
JVASP-139545,AlS,0.0,-0.66419,78.01,44.73,9.1383,,,,,,,
JVASP-134108,BeVRu,0.0,0.87636,143.31,0.55,27.435299999999998,,,,,,,
JVASP-139259,AlH3,2.464,-0.04907,56.07,44.58,4.076333333333333,,,,,,,
JVASP-133890,BaClO,0.0,-1.54649,0.0,0.0,2.9035666666666664,,,,,,,
JVASP-138694,Ba2F,0.0,-1.70774,11.31,4.45,13.4897,,,,,,,
JVASP-137908,BaGeCl,0.0,-0.24293,20.46,10.95,15.7076,,,,,,,
JVASP-135250,NaInO,0.0,-1.24801,16.11,0.0,8.0543,,,,,,,
JVASP-133158,LiCa2HC3,1.308,-0.39892,79.9,47.52,7.6956,,,,,,,
JVASP-138440,MgF,0.0,-2.39614,76.53,16.48,2.6143666666666667,,,,,,,
JVASP-138178,BeSbPb,0.0,0.56622,31.82,17.17,23.699233333333336,,,,,,,
JVASP-136568,NaMgF2,0.0,-2.62709,41.07,19.94,2.2936333333333336,,,,,,,
JVASP-133892,BaPCl,0.0,-0.44171,12.58,7.23,2.7961666666666667,,,,,,,
JVASP-139260,AlH3,1.607,-0.07989,61.77,49.78,3.839233333333333,,,,,,,
JVASP-139546,AlS2,0.0,0.03838,26.56,16.75,13.823933333333335,,,,,,,
JVASP-137094,NaScS,0.0,-0.29012,39.44,8.97,5.253666666666667,,,,,,,
JVASP-136849,In2Br,0.0,-0.24018,24.16,5.67,16.636033333333334,,,,,,,
JVASP-134695,MgCuO,0.0,-0.27444,71.79,0.0,7.995733333333334,,,,,,,
JVASP-135251,NaInO,0.782,0.3734,0.0,0.0,3.3427000000000002,,,,,,,
JVASP-134110,AgBr,0.583,-0.34603,35.53,10.32,6.4181,,,,,,,
JVASP-134392,CaSeO,0.605,-1.42543,36.48,10.89,4.3229,,,,,,,
JVASP-136569,NaMgF3,2.371,-2.46659,73.5,40.8,2.556,,,,,,,
JVASP-138441,B2F,0.0,0.64942,120.52,56.49,6.6193,,,,,,,
JVASP-135521,Na2O,0.0,-0.77842,13.52,3.73,5.089466666666667,,,,,,,
JVASP-135252,NaInO,0.878,-0.31078,33.51,0.0,16.015833333333333,,,,,,,
JVASP-137918,Ba2CuTe,0.0,-0.82229,5.49,0.0,10.6284,,,,,,,
JVASP-138997,TiGaO4,0.0,-2.22727,75.6,0.0,1.7333333333333334,,,,,,,
JVASP-136018,BiI2,0.0,-0.32217,8.99,0.0,8.653633333333334,,,,,,,
JVASP-136570,AlBr3,3.281,-0.9592,4.81,2.67,3.093,,,,,,,
JVASP-103100,ErSiNi3,0.0,-0.62149,141.47,56.38,110.29343333333333,,,,,,,
JVASP-134393,CaSeO,0.0,-0.60981,37.86,0.0,20.8756,,,,,,,
JVASP-141917,Li4Mn3CoO8,0.194,-1.89532,117.83,68.24,80.4099,,,,,,,
JVASP-134113,AgBr2,0.0,-0.19371,23.34,9.01,7.515566666666667,,,,,,,
JVASP-139551,AlS3,0.0,-0.5718,38.27,14.84,12.106266666666665,,,,,,,
JVASP-136019,BiI3,0.0,-0.08344,13.98,0.85,5.922066666666666,,,,,,,
JVASP-134705,YCuSe2,0.0,-1.14317,63.26,33.09,11.0781,,,,,,,
JVASP-137921,SiN,0.0,0.12773,95.91,7.47,14.0199,,,,,,,
JVASP-136288,CdC3,0.0,1.17374,38.13,0.0,16.163433333333334,,,,,,,
JVASP-134394,CaSeO,0.0,-0.59893,29.17,5.78,6.512833333333333,,,,,,,
JVASP-135763,NaBN2,0.0,0.63647,137.76,0.79,15.212566666666667,,,,,,,
JVASP-138182,MgF,0.0,-2.16466,52.98,15.09,4.175933333333333,,,,,,,
JVASP-139262,AlH,0.0,0.25185,59.26,33.87,14.399033333333334,,,,,,,
JVASP-136852,InBr,1.395,-0.77225,18.22,9.01,7.755933333333334,,,,,,,
JVASP-139002,TlGaO2,0.0,-1.06927,63.29,24.49,9.412133333333333,,,,,,,
JVASP-137098,NaSiS,0.0,0.25427,37.61,2.67,11.950166666666666,,,,,,,
JVASP-134115,AgBr,0.636,-0.36408,46.81,0.0,6.3017,,,,,,,
JVASP-136571,MgNiF,0.0,-0.55162,67.73,0.0,20.699,,,,,,,
JVASP-139552,Al3S,0.0,-0.31968,51.64,0.0,18.108733333333333,,,,,,,
JVASP-136289,CdHCl,0.414,-0.05943,4.0,1.74,4.893,,,,,,,
JVASP-138188,AuF2,0.0,-0.66797,36.99,7.77,6.020533333333334,,,,,,,
JVASP-136290,NaCdCl,1.021,-0.62824,13.6,0.0,6.195166666666666,,,,,,,
JVASP-137924,Si2N,0.0,0.30448,91.47,71.58,32.308033333333334,,,,,,,
JVASP-137099,NaSiS2,0.0,-0.65196,44.8,19.06,7.214300000000001,,,,,,,
JVASP-139004,ZnGaO,0.0,0.13612,0.0,0.0,3.5745000000000005,,,,,,,
JVASP-135768,SrBN,2.244,-0.44932,26.34,6.39,3.1491666666666664,,,,,,,
JVASP-136021,BiI2,0.0,-0.30182,11.0,6.62,8.1321,,,,,,,
JVASP-136291,NaCdCl,1.057,-0.55525,8.13,4.68,3.9171333333333336,,,,,,,
JVASP-139265,KLa,0.0,0.48796,11.34,5.99,29.040000000000003,,,,,,,
JVASP-138720,BeF,0.0,-1.63623,94.62,16.73,2.7273666666666667,,,,,,,
JVASP-134710,ZnFeF3,0.0,-1.44718,87.97,23.86,3.9131,,,,,,,
JVASP-139005,ZnGaO,0.398,0.93566,0.0,0.0,3.802566666666667,,,,,,,
JVASP-133901,BaGaSe,0.0,-0.07532,7.93,4.0,6.6529,,,,,,,
JVASP-134117,Ag2Br,0.0,0.25968,35.09,2.75,9.260533333333333,,,,,,,
JVASP-136292,NaCdCl3,1.818,-1.23925,35.2,13.8,3.4215,,,,,,,
JVASP-136575,RbMgF,0.0,-1.41443,7.07,2.8,14.760266666666666,,,,,,,
JVASP-135526,NaPS,0.0,0.10733,51.27,22.7,13.949966666666668,,,,,,,
JVASP-139268,LaBi,0.0,-1.15066,45.58,8.43,23.3664,,,,,,,
JVASP-138191,Au2F,0.0,-0.38403,88.7,35.5,11.749933333333333,,,,,,,
JVASP-134397,CaSiO3,3.735,-3.04268,226.37,168.16,3.8531999999999997,,,,,,,
JVASP-134711,GaHF2,0.0,-0.83111,67.66,20.07,8.2798,,,,,,,
JVASP-138721,Be2F,0.0,-0.73034,68.47,17.36,8.577,,,,,,,
JVASP-136857,InBr2,0.0,-0.26027,15.51,6.03,5.709366666666667,,,,,,,
JVASP-135770,ZnBN,0.0,1.70971,94.01,4.29,8.012533333333332,,,,,,,
JVASP-135527,NaPS,0.0,0.07567,20.71,4.23,6.288566666666667,,,,,,,
JVASP-136576,RbMgF3,7.334,-3.53205,76.23,49.7,2.2868,,,,,,,
JVASP-138443,CaHfO3,3.723,-3.51144,174.7,104.04,4.4873,,,,,,,
JVASP-139006,ZnGaO4,0.0,-0.82436,124.98,0.0,8.447000000000001,,,,,,,
JVASP-133169,InHO2,1.789,-1.43934,160.17,75.52,4.5297,,,,,,,
JVASP-134972,H2N,0.0,0.71186,145.28,57.89,4.6389,,,,,,,
JVASP-103220,Ac3Lu,0.0,0.06509,29.97,19.12,189.0534,,,,,,,
JVASP-138723,BeF2,4.363,-2.79628,134.46,79.83,2.1835,,,,,,,
JVASP-139556,NaBe,0.0,1.04356,25.97,0.0,17.143666666666665,,,,,,,
JVASP-138445,CaHfO,0.0,-1.01838,24.19,0.0,26.028033333333337,,,,,,,
JVASP-135529,NaSrP,0.0,-0.11859,20.39,10.15,13.312066666666666,,,,,,,
JVASP-135265,AlInO,0.544,0.76627,0.0,0.0,5.497633333333333,,,,,,,
JVASP-134713,InGaF3,0.0,-2.01416,64.17,23.8,4.4498,,,,,,,
JVASP-134120,LiAgF,0.0,-1.12878,34.38,15.97,3.461766666666667,,,,,,,
JVASP-136024,BiI2,0.0,-0.27824,13.2,5.56,7.169533333333334,,,,,,,
JVASP-136577,RbMgF2,0.0,-2.54695,31.49,13.93,2.7841666666666662,,,,,,,
JVASP-134401,CaSnO2,1.442,-2.1844,68.12,23.33,7.836866666666666,,,,,,,
JVASP-134974,HN,6.82,0.01548,6.42,4.09,2.0282666666666667,,,,,,,
JVASP-139271,LaBr3,2.282,-1.37747,2.93,0.4,2.6514666666666664,,,,,,,
JVASP-103277,MgHg3,0.0,0.11894,34.94,2.07,123.1046,,,,,,,
JVASP-135771,ZnBN2,0.0,0.48089,194.19,80.77,7.4799999999999995,,,,,,,
JVASP-136860,InBr,1.612,-0.74537,15.31,4.11,6.848033333333333,,,,,,,
JVASP-135531,NaSrP,1.591,-0.92675,19.36,0.0,6.9254,,,,,,,
JVASP-139557,NaBe,0.0,0.93781,19.02,3.97,12.778566666666665,,,,,,,
JVASP-137930,BaGaH,0.0,-0.04265,20.18,8.07,10.050433333333332,,,,,,,
JVASP-138446,CaHfO,0.0,-1.41947,61.41,19.03,21.656166666666664,,,,,,,
JVASP-136578,RbMgF,0.0,-1.60457,14.13,3.78,3.9937666666666662,,,,,,,
JVASP-134402,CaSnO,0.0,-0.50793,0.0,0.0,11.405166666666666,,,,,,,
JVASP-139272,LaBr3,2.22,-1.76681,25.13,0.0,4.4561,,,,,,,
JVASP-136861,InBr,1.249,-0.7441,13.46,0.0,6.898700000000001,,,,,,,
JVASP-135533,NaSrP2,0.0,-0.1645,30.28,6.87,5.6742,,,,,,,
JVASP-141934,Zn2InGaO5,1.372,-1.74784,156.71,53.29,4.531333333333333,,,,,,,
JVASP-137105,NaSnS,0.0,-0.15016,33.91,0.87,13.2117,,,,,,,
JVASP-136579,AlBr,1.516,-0.34418,11.4,2.76,7.745566666666666,,,,,,,
JVASP-133907,BaHfO,0.0,-0.87649,20.99,5.21,8.149866666666666,,,,,,,
JVASP-135773,ZnB2N2,0.0,-0.30335,214.48,86.93,6.4573,,,,,,,
JVASP-138727,CuC2,0.0,1.09339,167.87,75.3,5.7641333333333336,,,,,,,
JVASP-134976,H2N,0.0,0.59684,95.84,39.11,3.3874,,,,,,,
JVASP-137935,BaHI,1.209,-0.75681,12.9,6.44,3.2652666666666668,,,,,,,
JVASP-139274,LaBr3,2.773,-1.94552,14.02,0.0,4.8997,,,,,,,
JVASP-135534,Na2P,0.0,-0.14652,28.8,16.98,5.305633333333334,,,,,,,
JVASP-136862,InNO,0.0,0.95479,96.0,11.14,17.1765,,,,,,,
JVASP-103346,Rb2P2Pd,1.01,-0.57923,25.41,13.55,9.323400000000001,,,,,,,
JVASP-138196,MgF,0.0,-2.22088,51.98,10.19,4.849966666666667,,,,,,,
JVASP-139563,NaBr,3.416,-1.42461,10.97,2.38,2.324566666666667,,,,,,,
JVASP-133908,Ba2HfO3,0.08,-2.90748,110.37,2.16,7.891500000000001,,,,,,,
JVASP-136302,CdPCl,0.0,0.29551,16.06,4.69,5.612233333333333,,,,,,,
JVASP-137938,BaLiH,0.0,0.20351,4.9,3.04,11.033133333333334,,,,,,,
JVASP-139276,LaI3,1.621,-1.22659,19.19,0.0,5.4403,,,,,,,
JVASP-138732,LiCuO,0.0,-0.55379,79.83,9.1,9.067566666666666,,,,,,,
JVASP-134125,BeTlSe,0.0,-0.0524,18.09,10.25,6.966833333333334,,,,,,,
JVASP-135536,Na2P,0.0,-0.14501,28.6,16.62,6.1224,,,,,,,
JVASP-136864,IrI2,0.0,0.21862,41.87,16.42,10.0316,,,,,,,
JVASP-134719,GaNF,0.0,0.39192,118.17,0.0,23.63886666666667,,,,,,,
JVASP-135774,ZnBN2,0.0,0.23,117.29,51.07,17.3605,,,,,,,
JVASP-139565,Na2Br,0.0,-0.88564,8.52,4.01,2.937633333333333,,,,,,,
JVASP-138197,SrBeTe2,0.004,-0.64095,32.0,8.78,12.637566666666666,,,,,,,
JVASP-136584,AlBr3,2.881,-1.14009,13.83,8.96,3.793566666666667,,,,,,,
JVASP-136029,InBiO3,0.281,-1.08367,144.57,61.9,10.896099999999999,,,,,,,
JVASP-133533,Al2InN3,2.407,-1.08985,173.52,98.23,5.4983,,,,,,,
JVASP-136303,RbCdCl,1.75,-0.80717,6.6,1.14,3.1814,,,,,,,
JVASP-137939,BaLiH3,1.325,0.02628,17.57,9.16,3.8928999999999996,,,,,,,
JVASP-139277,LaI3,1.228,-0.91601,2.74,0.51,3.7104,,,,,,,
JVASP-135270,K3Pd,0.0,0.01227,8.66,4.11,10.790066666666666,,,,,,,
JVASP-133909,BaHfO2,0.0,-2.42155,72.27,44.8,6.932266666666667,,,,,,,
JVASP-134126,BeVSe,0.098,2.37424,0.0,0.0,5.092066666666667,,,,,,,
JVASP-136865,IrI3,0.0,0.75113,35.06,3.39,3.114933333333333,,,,,,,
JVASP-139017,GeS2,0.0,0.13304,14.82,8.15,5.091466666666666,,,,,,,
JVASP-135537,NaP2,0.0,-0.27896,38.52,18.97,5.8684,,,,,,,
JVASP-139566,NaBr2,0.0,-0.71614,15.73,0.0,9.2622,,,,,,,
JVASP-138738,Li3CuP2,0.0,-0.42039,60.56,0.0,19.013,,,,,,,
JVASP-136585,AlBr,0.75,-0.59312,0.0,0.0,8.0543,,,,,,,
JVASP-134721,GaNF2,0.0,-0.71436,106.86,66.25,7.710733333333334,,,,,,,
JVASP-137940,BaLiH,0.0,0.41436,5.06,0.0,2.2809,,,,,,,
JVASP-133534,CdSiN2,1.741,-0.64862,16.3,13.82,5.645333333333333,,,,,,,
JVASP-135271,ScAlIr,0.0,0.43031,74.62,3.63,20.8199,,,,,,,
JVASP-133910,BaHfO3,3.613,-3.66209,168.23,108.86,4.709,,,,,,,
JVASP-135775,BN,5.452,-1.32512,376.39,388.57,4.624633333333333,,,,,,,
JVASP-136305,RbCdCl,1.699,-0.82723,9.33,0.28,4.0224,,,,,,,
JVASP-139567,Na2Br,0.0,-0.86756,7.84,1.71,3.2072333333333334,,,,,,,
JVASP-135538,Na3P,0.0,0.06915,19.54,7.09,8.997233333333334,,,,,,,
JVASP-103392,Zr2As3S,0.0,-1.02567,114.07,60.6,42.40476666666667,,,,,,,
JVASP-136866,IrI3,0.0,-0.00048,27.52,0.0,6.189866666666667,,,,,,,
JVASP-136031,LiMgBi,0.0,-0.15775,33.17,4.08,67.81933333333333,,,,,,,
JVASP-136587,NaZnF,0.137,-1.42356,14.7,4.02,5.869599999999999,,,,,,,
JVASP-138739,Li2CuP,0.0,0.03686,46.16,25.83,29.400266666666667,,,,,,,
JVASP-134409,SrCaO2,3.319,-3.10123,100.51,67.57,3.9267333333333334,,,,,,,
JVASP-137941,BaMgH,0.0,0.03493,15.69,4.11,13.2117,,,,,,,
JVASP-133911,BaHfO,0.0,-1.16184,29.78,15.11,17.465566666666664,,,,,,,
JVASP-135540,Na3P,0.0,-0.22922,14.47,5.52,4.8078,,,,,,,
JVASP-138203,BiBr3,0.458,-0.24408,2.46,1.55,4.746433333333333,,,,,,,
JVASP-141938,Mg3BO6,0.0,-2.16593,99.66,42.47,76.58356666666667,,,,,,,
JVASP-139568,Na2Br,0.0,-0.98327,0.0,0.0,3.3539999999999996,,,,,,,
JVASP-134722,Ga2N3F,0.0,0.67831,152.71,14.99,16.049400000000002,,,,,,,
JVASP-137113,NbCl5,2.618,-1.11717,1.5,0.58,2.564633333333333,,,,,,,
JVASP-103402,TmAgS2,2.183,-1.3998,74.77,21.48,8.031,,,,,,,
JVASP-133177,BiI3,2.298,-0.45835,11.84,6.45,7.988400000000001,,,,,,,
JVASP-136871,AlSbI,0.0,0.28807,31.98,7.55,42.1488,,,,,,,
JVASP-139019,Ge2S,0.0,0.13177,42.03,43.18,18.1281,,,,,,,
JVASP-134982,HN2,0.0,0.59785,149.4,102.84,3.3961666666666663,,,,,,,
JVASP-137942,BaMgH,0.0,0.5176,12.48,0.0,13.950833333333334,,,,,,,
JVASP-133912,BaHfO3,3.611,-3.66295,167.87,108.64,4.713233333333334,,,,,,,
JVASP-134131,NaAgF,0.0,-0.8876,27.47,11.26,3.7851999999999997,,,,,,,
JVASP-138205,BiBr2,0.0,-0.51808,20.19,0.0,7.847633333333334,,,,,,,
JVASP-134414,Ca2Te,0.0,-0.47773,12.32,3.33,15.878099999999998,,,,,,,
JVASP-135274,LaCl3,2.855,-2.19105,30.97,0.0,3.726333333333333,,,,,,,
JVASP-139569,NaBr,4.176,-1.70525,33.83,0.0,3.1596666666666664,,,,,,,
JVASP-133178,Ca5Sn3H,0.0,-0.7563,0.0,0.0,47.34746666666666,,,,,,,
JVASP-137114,NbCl2,0.0,-0.61218,79.62,47.27,18.357533333333333,,,,,,,
JVASP-136593,NaZrF,0.0,-1.20853,30.79,9.59,22.618,,,,,,,
JVASP-135777,B3N,0.277,-0.07492,191.04,137.89,12.4704,,,,,,,
JVASP-139021,GeS,0.0,-0.04039,32.79,17.75,16.1177,,,,,,,
JVASP-136308,CdSCl,0.0,-0.41435,54.66,18.85,7.174766666666667,,,,,,,
JVASP-137943,BaMgH,0.0,0.27656,10.04,5.17,7.621666666666667,,,,,,,
JVASP-135542,NaYS,0.0,-0.6671,31.83,17.34,14.579766666666666,,,,,,,
JVASP-138206,BiBr,0.0,-0.26128,31.76,13.59,19.0309,,,,,,,
JVASP-138749,NaCuTe,0.71,-0.51197,38.34,17.11,10.0724,,,,,,,
JVASP-134415,CaTe,3.021,-1.47724,19.86,0.0,4.881433333333334,,,,,,,
JVASP-133913,BaHfO,0.0,0.30992,66.48,0.0,22.955299999999998,,,,,,,
JVASP-139570,NaBr2,0.0,-1.04828,15.7,1.56,2.8874666666666666,,,,,,,
JVASP-136873,AlTeI,0.0,0.26102,31.79,6.59,17.286866666666665,,,,,,,
JVASP-136034,RbBiO,0.0,0.26502,32.2,0.0,25.35513333333333,,,,,,,
JVASP-138457,AgNO,0.012,3.09288,0.0,0.0,2.645566666666667,,,,,,,
JVASP-138207,BiBr2,0.0,-0.37047,44.4,9.96,11.359966666666665,,,,,,,
JVASP-136309,CdSCl,0.0,-0.17422,21.27,8.9,5.692733333333333,,,,,,,
JVASP-135778,BN3,0.998,0.23155,150.63,75.3,6.454899999999999,,,,,,,
JVASP-137944,BaMgH2,0.162,0.0165,25.04,15.65,16.793266666666664,,,,,,,
JVASP-139286,LaO,0.0,-2.80385,53.24,0.0,13.184899999999999,,,,,,,
JVASP-141941,Yb5Pt3,0.0,-1.15597,0.0,0.0,69.23486666666666,,,,,,,
JVASP-133915,BaHfS,0.0,-0.34783,43.63,22.98,8.547966666666667,,,,,,,
JVASP-139571,NaBr2,0.0,-1.0709,22.02,12.95,2.8153333333333332,,,,,,,
JVASP-135780,NaBO,3.656,-1.00099,9.41,5.49,1.7792000000000001,,,,,,,
JVASP-138208,Bi2Br,0.0,-0.24694,36.22,6.95,16.8177,,,,,,,
JVASP-137946,BaNaH,0.0,0.21092,4.57,2.62,11.514433333333335,,,,,,,
JVASP-139572,NaBr,3.301,-1.49074,13.34,8.13,2.6244666666666667,,,,,,,
JVASP-134725,NaGaF3,0.0,-2.38416,68.0,24.84,2.5427,,,,,,,
JVASP-133918,BaHfS3,0.798,-1.99733,80.53,46.64,9.8611,,,,,,,
JVASP-138213,BiBr2,0.0,-0.59074,14.99,7.95,6.220066666666667,,,,,,,
JVASP-136036,RbBiO2,1.005,-1.40071,52.82,25.03,6.8411,,,,,,,
JVASP-138756,BeN,0.0,-0.32905,174.29,77.31,2.0860333333333334,,,,,,,
JVASP-103444,Nb2AgS4,0.0,-0.954,63.57,34.14,21.823966666666667,,,,,,,
JVASP-138459,AgNO2,0.344,0.39243,44.54,13.93,31.328833333333332,,,,,,,
JVASP-141942,Na2IO6,0.243,-0.56955,37.46,16.31,25.396766666666668,,,,,,,
JVASP-137947,BaHO,0.0,-0.49153,14.09,8.59,2.2715666666666667,,,,,,,
JVASP-134418,CaTe,1.101,-1.24913,25.13,14.62,5.789366666666666,,,,,,,
JVASP-136597,NbOF2,0.0,-2.08914,123.07,59.44,7.974166666666666,,,,,,,
JVASP-136311,CdHg,0.0,0.11858,28.3,7.04,39.142966666666666,,,,,,,
JVASP-135545,NaYS2,0.46,-1.91581,69.84,47.23,6.744866666666667,,,,,,,
JVASP-134726,NaGaF4,4.918,-2.66791,67.8,1.68,2.0289333333333333,,,,,,,
JVASP-134135,BeZnSe,0.629,-0.08964,31.94,13.09,6.2195,,,,,,,
JVASP-135283,LaCl3,3.664,-2.44606,26.37,0.0,3.9233333333333333,,,,,,,
JVASP-138214,BiBr2,0.0,-0.57503,15.9,7.06,5.679633333333334,,,,,,,
JVASP-137117,NbPO,0.0,-0.48001,90.01,22.27,10.963366666666667,,,,,,,
JVASP-134988,HN3,3.076,0.51008,31.11,12.41,4.098766666666666,,,,,,,
JVASP-137948,BaHO,0.0,-0.7836,33.66,0.0,8.542633333333333,,,,,,,
JVASP-135782,NaBO2,0.791,-1.3823,108.89,28.69,5.567066666666666,,,,,,,
JVASP-141943,Ba3TaFe3Si2O14,0.796,-2.59635,0.0,0.0,52.41296666666667,,,,,,,
JVASP-136878,Al2I,0.0,0.15082,23.0,0.0,9.3875,,,,,,,
JVASP-134419,Ca2Te,0.0,-0.96367,27.78,13.55,7.019000000000001,,,,,,,
JVASP-133921,BaInS2,0.0,-1.31695,40.47,14.88,7.3313,,,,,,,
JVASP-139291,La2O,0.0,-1.64295,59.1,37.52,36.4059,,,,,,,
JVASP-135546,NaYS2,2.272,-2.03865,41.48,3.05,5.8909666666666665,,,,,,,
JVASP-103449,MoPd,0.0,0.03516,229.79,69.01,78.68726666666667,,,,,,,
JVASP-139033,SrGeSe,0.0,0.05132,18.44,3.23,5.351166666666667,,,,,,,
JVASP-134136,BeSe,3.374,-0.93032,76.87,54.5,6.330066666666666,,,,,,,
JVASP-134727,RbGaF3,0.0,-2.57286,65.33,29.12,2.6504,,,,,,,
JVASP-137118,NbPO,0.0,-0.96572,100.51,0.0,23.18446666666667,,,,,,,
JVASP-134989,H3N,3.931,-0.2629,17.61,10.35,2.453333333333333,,,,,,,
JVASP-136313,CdSO,0.0,-0.31031,30.16,17.63,11.995433333333333,,,,,,,
JVASP-135548,NaZnS,0.0,-0.28545,17.21,9.45,6.3435,,,,,,,
JVASP-138462,CaPO,0.0,-0.86102,34.41,13.15,6.367566666666666,,,,,,,
JVASP-134421,CaTe2,0.139,-1.02654,28.1,17.12,17.8183,,,,,,,
JVASP-139292,LaO,0.0,-3.13203,156.99,29.07,7.129733333333333,,,,,,,
JVASP-139035,ZnGeSe,0.751,0.68693,1.33,0.58,4.0434,,,,,,,
JVASP-134728,RbGaF4,5.309,-2.88399,61.42,30.39,2.260866666666667,,,,,,,
JVASP-135783,NaB2O3,0.0,-1.03686,149.34,75.13,5.909933333333332,,,,,,,
JVASP-136040,BiSbO2,0.0,-0.75773,53.84,7.29,12.9263,,,,,,,
JVASP-137954,BaHPd,0.0,0.60003,16.9,6.82,15.872100000000001,,,,,,,
JVASP-139575,Na2I,0.0,-0.53526,9.54,1.45,8.7163,,,,,,,
JVASP-136314,CdSO,0.0,-0.35416,32.4,0.0,17.539533333333335,,,,,,,
JVASP-134990,NaHO,0.0,0.04137,42.32,7.71,9.292366666666666,,,,,,,
JVASP-137119,NbPbO3,0.0,-2.1251,183.43,56.18,7.5988,,,,,,,
JVASP-138464,CaPO3,0.0,-2.14448,175.7,101.22,4.6486,,,,,,,
JVASP-135290,C2N,0.158,3.09954,0.0,0.0,3.2868999999999997,,,,,,,
JVASP-135784,NaBO,2.578,-1.19137,19.22,9.91,2.653866666666666,,,,,,,
JVASP-133924,BaInTe2,0.0,-1.00059,27.78,11.57,11.442866666666667,,,,,,,
JVASP-139036,ZnGeSe,0.0,0.00605,50.86,17.55,42.9504,,,,,,,
JVASP-134140,BeSe,0.02,-0.4121,50.01,32.07,8.978633333333333,,,,,,,
JVASP-139576,NaI,2.947,-1.11522,8.9,1.9,2.6831333333333336,,,,,,,
JVASP-136882,AlI2,0.0,-0.19259,12.74,6.89,4.4437999999999995,,,,,,,
JVASP-138217,CaBiN,0.0,0.63962,20.94,6.37,10.766333333333334,,,,,,,
JVASP-134729,TlGaF,0.0,-0.7478,37.33,0.0,11.970733333333333,,,,,,,
JVASP-138767,CuP2,0.0,0.04033,92.06,39.59,21.9599,,,,,,,
JVASP-134423,CaTe,1.557,-1.78335,37.07,13.6,7.113033333333334,,,,,,,
JVASP-139577,Na2I,0.0,-0.77637,2.67,0.0,3.7032000000000003,,,,,,,
JVASP-137121,NbPbO3,0.0,-2.1286,182.2,57.76,6.8753,,,,,,,
JVASP-141949,K6HgSe4,1.351,-1.07481,21.33,8.48,5.0386999999999995,,,,,,,
JVASP-136042,ScBiO2,0.0,-2.13519,100.54,51.25,7.3389999999999995,,,,,,,
JVASP-136883,Al2I,0.0,0.27476,18.67,6.66,9.504199999999999,,,,,,,
JVASP-134730,TlGaF3,0.0,-2.0949,66.5,26.34,3.9398,,,,,,,
JVASP-134994,NaHO,2.604,-1.20129,18.44,8.05,1.9984666666666666,,,,,,,
JVASP-133927,BaMgO,0.0,-0.86524,6.24,2.03,9.443,,,,,,,
JVASP-135553,Na2S,1.449,-0.81376,19.5,11.94,3.4392333333333336,,,,,,,
JVASP-139578,NaI2,0.0,-0.81875,8.94,0.0,3.435,,,,,,,
JVASP-103506,Cd2GaAgSe4,0.009,-0.46206,46.58,14.11,12.504633333333333,,,,,,,
JVASP-137122,NbPbO,0.0,-0.38123,50.87,22.84,45.5425,,,,,,,
JVASP-138219,CaBiO,0.0,-1.24464,56.21,20.31,8.230633333333335,,,,,,,
JVASP-136884,AlI2,0.0,-0.20523,8.8,4.92,4.050366666666666,,,,,,,
JVASP-136320,GeClF,2.768,-1.47036,53.62,24.89,5.988733333333333,,,,,,,
JVASP-138773,SrCuSe2,0.0,-1.05416,53.42,24.89,10.699166666666665,,,,,,,
JVASP-137959,BaInO,0.0,-0.76339,7.84,4.49,8.914133333333334,,,,,,,
JVASP-139298,LaP2,0.0,-0.97211,38.07,30.88,14.978933333333332,,,,,,,
JVASP-133928,BaMgO2,0.18,-2.22529,90.47,52.22,5.070366666666667,,,,,,,
JVASP-135555,NaS,0.0,-0.51971,28.41,7.75,2.0665999999999998,,,,,,,
JVASP-134731,TlGaF,0.0,-0.98933,17.62,9.49,8.075833333333334,,,,,,,
JVASP-139039,RbMgH,0.0,0.08775,11.42,0.0,14.140099999999999,,,,,,,
JVASP-139580,Na2I,0.0,-0.64102,7.54,3.21,3.5577333333333336,,,,,,,
JVASP-136044,ScBiO3,1.105,-2.27809,156.43,81.92,11.2306,,,,,,,
JVASP-136886,AlI3,2.034,-0.67911,7.44,0.0,4.8260000000000005,,,,,,,
JVASP-134430,Cd2Cl,0.0,-0.21951,30.08,1.85,9.8309,,,,,,,
JVASP-136602,NbO2F,1.91,-2.73776,88.49,48.01,5.094866666666666,,,,,,,
JVASP-134996,NaPdH,0.0,0.39182,35.22,8.21,15.261366666666666,,,,,,,
JVASP-135556,Na2S,1.444,-0.81301,19.69,11.97,3.4343,,,,,,,
JVASP-139040,RbMgH,0.0,0.29177,6.44,0.0,5.374099999999999,,,,,,,
JVASP-139581,NaI2,0.0,-0.50333,13.18,0.0,9.1549,,,,,,,
JVASP-139303,LaTe,0.0,-0.73562,27.8,4.56,7.225833333333334,,,,,,,
JVASP-138469,CaPbO2,0.748,-2.1367,102.9,53.26,9.539533333333333,,,,,,,
JVASP-135299,C,0.204,0.01461,265.14,205.09,14.3193,,,,,,,
